Symbol,Name,Country,IPO Year,Sector,Industry
ATMV,AlphaVest Acquisition Corp Ordinary Shares,United States,2023,Finance,Blank Checks
ATMVU,AlphaVest Acquisition Corp Unit,United States,2022,Finance,Blank Checks
ATNF,180 Life Sciences Corp. Common Stock,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
ATNFW,180 Life Sciences Corp. Warrant,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
ATOM,Atomera Incorporated Common Stock,United States,2016,Technology,Semiconductors
ATOS,Atossa Therapeutics Inc. Common Stock,United States,2012,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ATRA,Atara Biotherapeutics Inc. Common Stock,United States,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,AtriCure Inc. Common Stock,United States,2005,Health Care,Medical/Dental Instruments
ATUS,Altice USA Inc. Class A Common Stock,United States,2017,Telecommunications,Cable & Other Pay Television Services
ATXI,Avenue Therapeutics Inc. Common Stock,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
ATXS,Astria Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
AULT,Ault Alliance Inc. Common Stock,United States,1997,Technology,Industrial Machinery/Components
AUR,Aurora Innovation Inc. Class A Common Stock,United States,2021,Technology,EDP Services
AURA,Aura Biosciences Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
AUROW,Aurora Innovation Inc. Warrant,United States,2021,Technology,EDP Services
AUUD,Auddia Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
AUUDW,Auddia Inc. Warrants,United States,2021,Technology,Computer Software: Prepackaged Software
AUVI,Applied UV Inc. Common Stock,United States,2020,Consumer Discretionary,Building Products
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,United States,2021,Health Care,Hospital/Nursing Management
AVAV,AeroVironment Inc. Common Stock,United States,2007,Industrials,Aerospace
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),United States,1998,Industrials,Agricultural Chemicals
AVDX,AvidXchange Holdings Inc. Common Stock,United States,2021,Technology,EDP Services
AVGO,Broadcom Inc. Common Stock,United States,2009,Technology,Semiconductors
AVGR,Avinger Inc. Common Stock,United States,2015,Health Care,Medical/Dental Instruments
AVHI,Achari Ventures Holdings Corp. I Common Stock,United States,2021,Finance,Blank Checks
AVID,Avid Technology Inc. Common Stock,United States,1993,Technology,Computer Software: Prepackaged Software
AVIR,Atea Pharmaceuticals Inc. Common Stock,United States,2020,Health Care, Medicinal Chemicals and Botanical Products 
AVK,Advent Convertible and Income Fund,United States,2003,Finance,Trusts Except Educational Religious and Charitable
AVNS,Avanos Medical Inc. Common Stock,United States,2014,Health Care,Industrial Specialties
AVO,Mission Produce Inc. Common Stock,United States,2020,Consumer Staples,Farming/Seeds/Milling
AVPT,AvePoint Inc. Class A Common Stock,United States,2019,Technology,Computer Software: Prepackaged Software
AVPTW,AvePoint Inc. Warrant,United States,2019,Technology,Computer Software: Prepackaged Software
AVRO,AVROBIO Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVTE,Aerovate Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
AVTR,Avantor Inc. Common Stock,United States,2019,Industrials,Biotechnology: Laboratory Analytical Instruments
AVTX,Avalo Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
AWF,Alliancebernstein Global High Income Fund,United States,1993,Finance,Trusts Except Educational Religious and Charitable
AWK,American Water Works Company Inc. Common Stock,United States,2008,Utilities,Water Supply
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,United States,2007,Finance,Trusts Except Educational Religious and Charitable
AWRE,Aware Inc. Common Stock,United States,1996,Technology,Computer Software: Prepackaged Software
AWX,Avalon Holdings Corporation Common Stock,United States,1998,Utilities,Environmental Services
AX,Axos Financial Inc. Common Stock,United States,2018,Finance,Savings Institutions
AXLA,Axcella Health Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AXNX,Axonics Inc. Common Stock,United States,2018,Health Care,Medical/Dental Instruments
AXON,Axon Enterprise Inc. Common Stock,United States,2001,Industrials,Ordnance And Accessories
AXSM,Axsome Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
AXTA,Axalta Coating Systems Ltd. Common Shares,United States,2014,Consumer Discretionary,Paints/Coatings
AXTI,AXT Inc Common Stock,United States,1998,Technology,Semiconductors
AYX,Alteryx Inc. Class A Common Stock,United States,2017,Technology,Computer Software: Prepackaged Software
AZEK,The AZEK Company Inc. Class A Common Stock,United States,2020,Industrials,Plastic Products
BACK,IMAC Holdings Inc. Common Stock,United States,2019,Health Care,Medical Specialities
BAH,Booz Allen Hamilton Holding Corporation Common Stock,United States,2010,Consumer Discretionary,Professional Services
BALY,Bally's Corporation Common Stock,United States,2019,Consumer Discretionary,Hotels/Resorts
BAND,Bandwidth Inc. Class A Common Stock,United States,2017,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation Common Stock,United States,1993,Finance,Major Banks
BASE,Couchbase Inc. Common Stock,United States,2021,Technology,EDP Services
BBCP,Concrete Pumping Holdings Inc. Common Stock,United States,2017,Consumer Discretionary,Engineering & Construction
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,United States,2000,Consumer Discretionary,Broadcasting
BBIO,BridgeBio Pharma Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,United States,2010,Finance,Finance Companies
BBSI,Barrett Business Services Inc. Common Stock,United States,1993,Consumer Discretionary,Professional Services
BBW,Build-A-Bear Workshop Inc. Common Stock,United States,2004,Consumer Discretionary,Recreational Games/Products/Toys
BCAB,BioAtla Inc. Common Stock,United States,2020,Health Care, Medicinal Chemicals and Botanical Products 
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,United States,2020,Finance,Finance/Investors Services
BCBP,BCB Bancorp Inc. (NJ) Common Stock,United States,2005,Finance,Savings Institutions
BCC,Boise Cascade L.L.C. Common Stock,United States,2013,Consumer Discretionary,RETAIL: Building Materials
BCEL,Atreca Inc. Class A Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
BCML,BayCom Corp Common Stock,United States,2018,Finance,Major Banks
BCOV,Brightcove Inc. Common Stock,United States,2012,Technology,EDP Services
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,United States,2019,Finance,Banks
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,United States,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCSF,Bain Capital Specialty Finance Inc. Common Stock,United States,2018,Finance,Finance/Investors Services
BCV,Bancroft Fund Ltd.,United States,1972,Finance,Finance/Investors Services
BCX,BlackRock Resources Common Shares of Beneficial Interest,United States,2011,Finance,Finance/Investors Services
BDJ,Blackrock Enhanced Equity Dividend Trust,United States,2005,Finance,Finance Companies
BDL,Flanigan's Enterprises Inc. Common Stock,United States,1972,Consumer Discretionary,Restaurants
BDSX,Biodesix Inc. Common Stock,United States,2020,Health Care,Precision Instruments
BDTX,Black Diamond Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
BE,Bloom Energy Corporation Class A Common Stock,United States,2018,Energy,Industrial Machinery/Components
BEAM,Beam Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,Heartbeam Inc. Common Stock,United States,2021,Technology,Retail: Computer Software & Peripheral Equipment
BEATW,Heartbeam Inc. Warrant,United States,2021,Technology,Retail: Computer Software & Peripheral Equipment
BECN,Beacon Roofing Supply Inc. Common Stock,United States,2004,Consumer Discretionary,RETAIL: Building Materials
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,United States,2020,Utilities,Electric Utilities: Central
BERY,Berry Global Group Inc. Common Stock,United States,2012,Industrials,Plastic Products
BFAM,Bright Horizons Family Solutions Inc. Common Stock,United States,2013,Consumer Discretionary,Other Consumer Services
BFIN,BankFinancial Corporation Common Stock,United States,2005,Finance,Major Banks
BFLY,Butterfly Network Inc. Class A Common Stock,United States,2020,Health Care,Medical Electronics
BFRG,Bullfrog AI Holdings Inc. Common Stock,United States,2023,Technology,Retail: Computer Software & Peripheral Equipment
BFRGW,Bullfrog AI Holdings Inc. Warrants,United States,2023,Technology,Retail: Computer Software & Peripheral Equipment
BFRI,Biofrontera Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
BFRIW,Biofrontera Inc. Warrants,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
BFS,Saul Centers Inc. Common Stock,United States,1993,Real Estate,Real Estate Investment Trusts
BFZ,BlackRock California Municipal Income Trust,United States,2001,Finance,Finance Companies
BG,Bunge Limited Bunge Limited,United States,2001,Consumer Staples,Packaged Foods
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,United States,2012,Finance,Trusts Except Educational Religious and Charitable
BGFV,Big 5 Sporting Goods Corporation Common Stock,United States,2002,Consumer Discretionary,Other Specialty Stores
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,United States,2012,Finance,Investment Managers
BGR,BlackRock Energy and Resources Trust,United States,2004,Finance,Trusts Except Educational Religious and Charitable
BGT,BlackRock Floating Rate Income Trust,United States,2004,Finance,Trusts Except Educational Religious and Charitable
BGY,Blackrock Enhanced International Dividend Trust,United States,2007,Finance,Trusts Except Educational Religious and Charitable
BH,Biglari Holdings Inc. Class B Common Stock,United States,2018,Consumer Discretionary,Restaurants
BHAC,Crixus BH3 Acquisition Company Class A Common Stock,United States,2021,Finance,Blank Checks
BHACW,Crixus BH3 Acquisition Company Warrants,United States,2021,Finance,Blank Checks
BHB,Bar Harbor Bankshares Inc. Common Stock,United States,1997,Finance,Major Banks
BHG,Bright Health Group Inc. Common Stock,United States,2021,Health Care,Medical Specialities
BHIL,Benson Hill Inc. Common Stock,United States,2021,Consumer Staples,Packaged Foods
BHK,Blackrock Core Bond Trust,United States,2001,Finance,Finance Companies
BHR,Braemar Hotels & Resorts Inc. Common Stock,United States,2013,Real Estate,Real Estate Investment Trusts
BHV,BlackRock Virginia Municipal Bond Trust,United States,2002,Finance,Finance/Investors Services
BHVN,Biohaven Ltd. Common Shares ,United States,2022,Health Care,Biotechnology: Pharmaceutical Preparations
BIAF,bioAffinity Technologies Inc. Common Stock,United States,2022,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
BILL,BILL Holdings Inc. Common Stock,United States,2019,Technology,EDP Services
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,United States,1980,Industrials,Biotechnology: Laboratory Analytical Instruments
BIOC,Biocept Inc. Common Stock,United States,2014,Health Care,Medical Specialities
BIOR,Biora Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
BIOS,BioPlus Acquisition Corp. Class A Ordinary Shares,United States,2022,Finance,Blank Checks
BIOSU,BioPlus Acquisition Corp. Unit,United States,2021,Finance,Blank Checks
BIOSW,BioPlus Acquisition Corp. Warrants,United States,2022,Finance,Blank Checks
BIRD,Allbirds Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Apparel
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,United States,2018,Consumer Discretionary,Department/Specialty Retail Stores
BJDX,Bluejay Diagnostics Inc. Common Stock,United States,2021,Health Care,Medical Specialities
BKCC,BlackRock Capital Investment Corporation Common Stock,United States,2007,Finance,Finance: Consumer Services
BKD,Brookdale Senior Living Inc. Common Stock,United States,2005,Health Care,Hospital/Nursing Management
BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units,United States,2022,Health Care,Hospital/Nursing Management
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),United States,1993,Finance,Trusts Except Educational Religious and Charitable
BKSY,BlackSky Technology Inc. Class A Common Stock,United States,2019,Technology,Radio And Television Broadcasting And Communications Equipment
BKU,BankUnited Inc. Common Stock,United States,2011,Finance,Savings Institutions
BL,BlackLine Inc. Common Stock,United States,2016,Technology,Computer Software: Prepackaged Software
BLAC,Bellevue Life Sciences Acquisition Corp. Common Stock,United States,2023,Finance,Blank Checks
BLACR,Bellevue Life Sciences Acquisition Corp. Rights,United States,2023,Finance,Blank Checks
BLACU,Bellevue Life Sciences Acquisition Corp. Unit,United States,2023,Finance,Blank Checks
BLACW,Bellevue Life Sciences Acquisition Corp. Warrant,United States,2023,Finance,Blank Checks
BLBD,Blue Bird Corporation Common Stock,United States,2014,Consumer Discretionary,Construction/Ag Equipment/Trucks
BLD,TopBuild Corp. Common Stock,United States,2015,Consumer Discretionary,Engineering & Construction
